ID	course_code	SUBJ_DESC	COLL_DESC	DEPT_DESC	Long_Title	COURSE_DESC	Related_To_Data_Science
151	CED-664	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Advanced Contemporary Topics in School Counseling	Current topics affecting school counselors: the impact of leadership and advocacy, the ASCA National Model, and ethics and legal issues.	0
152	CED-669	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Career Development and Career Counseling	Traditional and contemporary career development theories. Career counseling processes, techniques, and information resources. Career development influences and needs of diverse populations.	0
153	CED-675	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Counseling Field Practicum	Introduction to staff, structures, functions, programs, and policies of a counseling site through a minimum of 45 hours of field-based experiences and weekly supervision session on campus.	0
154	CED-677	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	School Certification	Introduction to staff, structures, functions, programs and policies of a school counseling program through a minimum of 45 hours of field-based experiences and weekly supervision sessions on campus.	0
155	CED-678	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Professional Orientation	Goals and objectives of professional organizations, codes of ethics, legal considerations, standards of preparation, certification, licensing, and role identity of counselor and other personnel services specialists.	0
156	CED-679	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Advanced Counseling Practicum	Application of counseling skills, theories and multicultural competencies through a minimum of 40 direct service hours with clients in Departmental Clinic, under intense/close supervision.	0
157	CED-682	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Application of Measurement and Clinical Appraisal Techniques	Selecting, administering, and interpreting a variety of standardized and nonstandardized instruments, assessments, and appraisal techniques in various settings with diverse populations. Relevant psychometric principles and ethical/legal issues.	0
158	CED-687	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Diagnosis and Treatment Planning in Counseling	Provides the skills needed to diagnose accurately and effectively and to develop a comprehensive treatment plan. Emphasis on understanding and evaluating diagnosis with a diverse clientele.	0
159	CED-688	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Contemporary Problems Seminar	Specific course title identified each semester by subscript, e.g., Contemporary Problems Seminar; Issues in Professional Counseling.	0
160	CED-688	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Contemporary Problems Seminar: Pfr Sem Teaching	Contemporary Problems Seminar.	0
161	CED-690	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Counselors Working with Families	Counseling families from family systems and multicultural theoretical perspectives. Clinical skills including assessment, treatment planning, and techniques.	0
162	CED-691	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Advanced Clinical Topics in Couple and Family Counseling/Therapy	Advanced seminar in the scientific and cultural foundations for practice of couple and family counseling/therapy.	0
163	CED-698	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Implementing and Evaluating School Counseling Programs	Methods for designing, implementing, and evaluating comprehensive school counseling programs, in relation to the academic, career, and personal-social development of children and adolescents.	0
164	CED-720	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Research Apprenticeship	Hands-on research experience working with CED faculty member(s) and/or research team (e.g. data collection, data coding, critiquing relevant literature, writing for publication) and focused reflection on the research process.	0
165	CED-720	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Research Apprenticeship	Hands-on research experience working with CED faculty member(s) and/or research team (e.g. data collection, data coding, critiquing relevant literature, writing for publication) and focused reflection on the research process.	0
166	CED-740	Counseling and Ed Devlp	School of Education	Counsel and Ed Development	Research Practicum in Counseling	Individual data-based work on problems of special interest in counseling and development. Registration requires approval of dissertation committee chair.	0
