SCBCRSE_SUBJ_CODE	SUBJ_DESC	SCBCRSE_CRSE_NUMB	College	COLL_DESC	Department	DEPT_DESC	Title	Long_Title	Status	Last_Taught	Schedule_Codes	CIP_Code	Course_Prerequisites	Course_Corequisites	COURSE_DESC
APD	Apparel Product Design	443	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Studio IV:Creative/Tech Design	Studio IV: Creative and Technical Design	A	201908	STU	190902	 (APD 244[C] or TDM 244[C]) and (APD 341[C] or TDM 341[C])		Principles and methods of product design with an emphasis on creative and experimental approaches. Development of visual vocabulary and knowledge of trend prediction to generate design ideas. Use of diverse materials and structures for three-dimensional design. Prerequisite: Minimum grade of C (2.0) in APD 244 and APD 341
APD	Apparel Product Design	452	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Textile Prdcts Prodctn Mgmt	Textile Products Production Management	A	201801	LEC	190901	 (CRS 231[C] or TDM 231[C]) and (CRS 312[C] or TDM 312[C])		Overview of management issues in textile product production including raw material selection and evaluation, computer integration, equipment selection, planning production, costing, and quality control. Several manufacturing systems are analyzed. Prerequisite: Grade of C (2.0) or better in CRS 231 and CRS 312 
APD	Apparel Product Design	600X	BE	Sch of Business and Economics	CRS	Cons, Apparel, and Ret Stds	Experimental Course	Experimental Course	A		LEC	190901			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
ARB	Arabic	100X	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Experimental Course	Experimental Course	A		LEC	161101			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
ARB	Arabic	101	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Beginning Arabic I	Beginning Arabic I	A	201908	LEC	161101			Introduction to Modern Standard Arabic and the cultures of the Arabic-speaking world. Emphasis on active listening, speaking, writing, and reading, and applied vocabulary. Notes: Students with previous knowledge of Arabic are required to meet with a designated faculty member. Students who are native or heritage speakers of Arabic MUST obtain permission from the instructor before enrolling in the course. No academic credit will be given without department permission if students have already earned credit for an equivalent or higher-level course or have been placed into a higher-level course.
ARB	Arabic	102	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Beginning Arabic II	Beginning Arabic II	A	202001	LEC	161101	 ARB 101[D-]		Continued study of Modern Standard Arabic and the cultures of the Arabic-speaking world at the introductory level. Emphasis on active listening, speaking, writing, and reading, and applied vocabulary. Prerequisite: ARB 101 or equivalent. Notes: Students with previous knowledge of Arabic are required to meet with a designated faculty member. Students who are native or heritage speakers of Arabic MUST obtain permission from the instructor before enrolling in the course. No academic credit will be given without department permission if students have already earned credit for an equivalent or higher-level course or have been placed into a higher-level course.
ARB	Arabic	200X	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Experimental Course	Experimental Course	A		LEC	161101			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
ARB	Arabic	203	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Intermediate Arabic I	Intermediate Arabic I	A	201908	LEC	161101	 ARB 102[D-]		Intermediate-level study of Modern Standard Arabic and the cultures of the Arabic-speaking world. Emphasis on active listening, speaking, writing, and reading, and applied vocabulary. Prerequisite: ARB 102 or equivalent; Notes: Students with previous knowledge of Arabic are required to meet with a designated faculty member. Students who are native or heritage speakers of Arabic MUST obtain permission from the instructor before enrolling in the course. No academic credit will be given without department permission if students have already earned credit for an equivalent or higher-level course or have been placed into a higher-level course.
ARB	Arabic	204	AS	College of Arts and Sciences	LLC	Languages, Lit and Cultures	Intermediate Arabic II	Intermediate Arabic II	A	202001	LEC	161101	 ARB 203[D-]		Continued study of the Modern Standard Arabic and the cultures of the Arabic-speaking world. Emphasis on active listening, speaking, writing, and reading, and applied vocabulary. Prerequisite: ARB 203 or equivalent; Notes: Students with previous knowledge of Arabic are required to meet with a designated faculty member. Students who are native or heritage speakers of Arabic MUST obtain permission from the instructor before enrolling in the course. No academic credit will be given without department permission if students have already earned credit for an equivalent or higher-level course or have been placed into a higher-level course.
ARC	Archaeology	300X	AS	College of Arts and Sciences	ATY	Anthropology	Experimental Course	Experimental Course	A		LEC	240101			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
ARC	Archaeology	381	AS	College of Arts and Sciences	ATY	Anthropology	Stdy Abrd Exp in ARC	Study Abroad Experience in Archaeology	A		LEL	240101			Students are immersed in a study abroad experience acquiring specific knowledge of local and regional archaeological sites and alternate methods and theoretical approaches to the discipline. Prerequisite: Permission of Archaeology Program Director; Notes: May be repeated for up to 9 credit hours (up to three different overseas archaeology courses, but at the 200-300 level equivalency only); ARC subject, SAB transferred credit hours, become ARC 381 credit hours with approval.
ARC	Archaeology	400X	AS	College of Arts and Sciences	ATY	Anthropology	Experimental Course	Experimental Course	A		LEC	240101			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
ARC	Archaeology	493	AS	College of Arts and Sciences	ATY	Anthropology	Honors in Archaeology	Honors in Archaeology	A		IND	240101			Opportunity for qualified students to undertake an Honors Project in Archaeology. Prerequisite: 3.30 GPA; 12 s.h. in the major, permission of instructor; Notes: May be repeated for credit when topic varies, for up to 6 hours of credit.
ARC	Archaeology	498	AS	College of Arts and Sciences	ATY	Anthropology	Special Archaeological Rsearch	Special Archaeological Research	A		IND	240101			Opportunity for Archaeology students to have directed instruction on problems of special archaeological interest. Prerequisite: Permission of Archaeology Program Director; Notes: May be repeated for credit when topic varies, for up to 3 hours of credit.
ARC	Archaeology	499	AS	College of Arts and Sciences	ATY	Anthropology	Internship in Archaeology	Internship in Archaeology	A		INT	240101			Opportunity for off-campus, high-impact experience in the community, such as in a museum setting, a cultural management firm, a heritage preservation program, a government agency, or a related non-profit. Prerequisite: Permission of Archaeology Program Director; Notes: May be repeated for credit when host/venue varies, for up to 9 hours of credit.
ARE	Art Education	260	VP	College Visual/Performing Arts	ART	School of Art	Art,Education,Social Practice	Art, Education, and Social Practice	A	201908	STU	131302			This course is concerned with art's role(s) in community and explores the intersections between three major themes: contemporary art, educational theory and practice, and social and community engagement.
ARE	Art Education	300X	VP	College Visual/Performing Arts	ART	School of Art	Experimental Course	Experimental Course	A		LEC	131302			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
ARE	Art Education	360	VP	College Visual/Performing Arts	ART	School of Art	Foundations of Art Education I	Foundations of Art Education I	A	201808	STU	131302			An introduction to the art theoretical and philosophical foundations for Art Education K-12. A field placement practicum in schools or other appropriate settings is included. A prerequisite for student teaching. Prerequisite: Junior standing.
ARE	Art Education	361	VP	College Visual/Performing Arts	ART	School of Art	Foundations of Art Educatn II	Foundations of Art Education II	A	202001	STU	131302	 ART 360[D-] or ARE 360[D-]		Art media and curriculum foundation for Art Education K-12. Field placement practicum in schools or other appropriate settings. Prerequisite: ARE 360; art education major; junior standing or permission of instructor.
ARE	Art Education	363	VP	College Visual/Performing Arts	ART	School of Art	Curr/Tchng Methds in Elem Sch	Curriculum and Teaching Methods in the Elementary School	A	202001	LEL	500799	 ART 360[D-] or ARE 360[D-]		Aims and philosophy of art education in elementary school. Special section for art majors only offered in the fall. Prerequisite: ARE 360 and admission to Teacher Education or permission of the Art Education Coordinator; Notes: For art education majors only.
ARE	Art Education	364	VP	College Visual/Performing Arts	ART	School of Art	Practicum Service-Learning	Practicum Service-Learning	A	202005	PRC	131302	 ARE 360[D-]		Art Education students put ARE 363 theory into practice by planning and delivering art instruction, including an art exhibition, to 1–5 children under faculty supervision. Prerequisite: ARE 360 and permission of instructor. B.F.A. Art Education majors only.
ARE	Art Education	365	VP	College Visual/Performing Arts	ART	School of Art	Curr/Tchng Methds in Sec Sch	Curriculum and Teaching Methods in the Secondary School	A	201908	STU	131302	 ART 360[D-] or ARE 360[D-]		Aims, philosophy, and curricula of art education in the secondary school; selection, preparation, and use of teaching materials. Prerequisite: ARE 360 and admission to Teacher Education or permission of the Art Education Coordinator.
ARE	Art Education	367	VP	College Visual/Performing Arts	ART	School of Art	Child Art and Teaching	Child Art and Teaching	A	202005	STU	131302			An introduction to the theoretical and philosophical foundations for Art Education (birth to middle school), including hands-on experience with school art media. Prerequisite: Junior standing; Notes: Not open to Art Education majors.
ARE	Art Education	368	VP	College Visual/Performing Arts	ART	School of Art	Rsrch in Contmp Issues-Art Ed	Research in Contemporary Issues in Art Education	A	201908	SEM	131302	 ART 360[D-] or ARE 360[D-]		Critical inquiry and analysis of topics and issues in contemporary art education and discussion of trends and educational policy fundamental to a foundation for research, theory development, and leadership. Prerequisite: ARE 360; B.F.A. in Art Education major; and permission of instructor.
ARE	Art Education	369	VP	College Visual/Performing Arts	ART	School of Art	Internship:Ldrship in Art Ed	Internship: Leadership in Art Education	A	201908	INT	131302			Internship with emphasis on meeting children's needs, while developing self, civic literacy, and leadership skills. Prerequisite: B.F.A. ART major with Art Education concentration; permission of faculty coordinator based on internship proposal; Notes: Grade: Pass/Not Pass (P/NP).
